0,4095,0,3954,3550,
0,4095,0,3954,3550,
3525,4095,0,3954,3550,
3525,4095,0,3954,3550,
3525,4095,0,3954,3550,
3525,4095,0,3360,3017,
3525,4095,2751,2856,2575,
1393,4095,2751,2428,2575,
1393,4095,2751,2064,2575,
1393,4095,2751,1754,2575,
1393,4095,2751,1491,2575,
1393,4095,2338,1267,2188,
1184,4095,1987,1077,1860,
1006,4095,4095,915,1581,
855,4095,4095,778,1344,
727,4095,4095,661,1142,
618,4095,4095,562,971,
1585,4095,4095,478,825,
1585,4095,3480,406,701,
1585,4095,2958,345,596,
1585,4095,2514,293,506,
1585,4095,2137,249,430,
1347,4095,1816,212,366,
1145,4095,1544,180,311,
973,4095,1312,153,264,
827,3480,1115,130,224,
703,2958,948,110,191,
0,0,806,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
