368,4095,0,0,0,
368,4095,0,0,0,
368,4095,0,0,0,
368,4095,0,0,0,
368,4095,0,0,0,
312,4095,4095,0,0,
265,4095,4095,0,0,
225,4095,4095,0,0,
95,4095,4095,0,4095,
95,4095,4095,0,4095,
95,3480,3480,0,4095,
95,2958,2958,0,4095,
95,2514,2514,0,4095,
80,2137,2137,0,3480,
68,1816,1816,0,2958,
58,1544,1544,0,2514,
201,3126,4095,4095,2137,
201,3126,4095,4095,1816,
201,3126,4095,4095,1544,
201,3126,4095,4095,1312,
201,3126,4095,4095,1115,
176,4095,4095,3480,948,
176,4095,4095,2958,806,
176,4095,4095,2514,685,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
